id,source_file,ref_formid,base_formid,base_editorid,base_signature,pos_x,pos_y,pos_z,rot_z
1289947,DLCCoast.esm,0304C265,0303CE35,VirCube96xBorder01,STAT,-8496.004883,-4943.99707,2224.0,270.0001
1289948,DLCCoast.esm,0304C266,0303CE35,VirCube96xBorder01,STAT,-8496.004883,-4943.99707,1583.999756,270.0001
1289949,DLCCoast.esm,0304C268,0303CE35,VirCube96xBorder01,STAT,-8496.004883,-4943.99707,3504.0,270.0001
1289950,DLCCoast.esm,0304C533,0303CE35,VirCube96xBorder01,STAT,-8496.004883,-4303.996582,1583.999756,270.0001
1289951,DLCCoast.esm,0304C536,0303CE35,VirCube96xBorder01,STAT,-9136.004883,-4303.995605,2224.0,270.0001
1289952,DLCCoast.esm,0304C537,0303CE35,VirCube96xBorder01,STAT,-9136.004883,-4303.995605,1583.999756,270.0001
1289953,DLCCoast.esm,0304C538,0303CE35,VirCube96xBorder01,STAT,-9136.004883,-4303.995605,2864.0,270.0001
1289954,DLCCoast.esm,0304C539,0303CE35,VirCube96xBorder01,STAT,-9136.004883,-4303.995605,3504.0,270.0001
1289955,DLCCoast.esm,030567E4,0303CE35,VirCube96xBorder01,STAT,-8496.003906,-4303.997559,303.999756,270.0001
1289956,DLCCoast.esm,030567E5,0303CE35,VirCube96xBorder01,STAT,-8496.003906,-4303.997559,943.999756,270.0001
1289957,DLCCoast.esm,0304C312,0303CE35,VirCube96xBorder01,STAT,-4656.007324,-9423.999023,3504.0,180.0
1289958,DLCCoast.esm,0304C313,0303CE35,VirCube96xBorder01,STAT,-5936.006348,-9423.996094,2224.0,180.0
1289959,DLCCoast.esm,0304C314,0303CE35,VirCube96xBorder01,STAT,-5936.006348,-9423.996094,1583.999756,180.0
1289960,DLCCoast.esm,0304C315,0303CE35,VirCube96xBorder01,STAT,-5936.006348,-9423.996094,2864.0,180.0
1289961,DLCCoast.esm,0304C316,0303CE35,VirCube96xBorder01,STAT,-5936.006348,-9423.996094,3504.0,180.0
1289962,DLCCoast.esm,0304C317,0303CE35,VirCube96xBorder01,STAT,-5936.006836,-8783.999023,2224.0,180.0
1289963,DLCCoast.esm,0304C318,0303CE35,VirCube96xBorder01,STAT,-5936.006836,-8783.999023,1583.999756,180.0
1289964,DLCCoast.esm,0304C319,0303CE35,VirCube96xBorder01,STAT,-5936.006836,-8783.999023,2864.0,180.0
1289965,DLCCoast.esm,0304C31A,0303CE35,VirCube96xBorder01,STAT,-5936.006836,-8783.999023,3504.0,180.0
1289966,DLCCoast.esm,0304C31B,0303CE35,VirCube96xBorder01,STAT,-5296.005371,-9424.0,3504.0,180.0
1289967,DLCCoast.esm,0304C31C,0303CE35,VirCube96xBorder01,STAT,-5296.005371,-9424.0,2864.0,180.0
1289968,DLCCoast.esm,0304C31D,0303CE35,VirCube96xBorder01,STAT,-5296.005371,-9424.0,1583.999756,180.0
1289969,DLCCoast.esm,0304C31E,0303CE35,VirCube96xBorder01,STAT,-5296.005371,-9424.0,2224.0,180.0
1289970,DLCCoast.esm,0304C31F,0303CE35,VirCube96xBorder01,STAT,-5296.007324,-8783.998047,3504.0,180.0
1289971,DLCCoast.esm,0304C320,0303CE35,VirCube96xBorder01,STAT,-5296.007324,-8783.998047,2864.0,180.0
1289972,DLCCoast.esm,0304C321,0303CE35,VirCube96xBorder01,STAT,-5296.007324,-8783.998047,1583.999756,180.0
1289973,DLCCoast.esm,0304C322,0303CE35,VirCube96xBorder01,STAT,-5296.007324,-8783.998047,2224.0,180.0
1289974,DLCCoast.esm,0304C323,0303CE35,VirCube96xBorder01,STAT,-4656.008301,-9423.99707,2864.0,180.0
1289975,DLCCoast.esm,0304C324,0303CE35,VirCube96xBorder01,STAT,-4656.008301,-9423.99707,1583.999756,180.0
1289976,DLCCoast.esm,0304C325,0303CE35,VirCube96xBorder01,STAT,-4656.008301,-9423.99707,2224.0,180.0
1289977,DLCCoast.esm,0304C326,0303CE35,VirCube96xBorder01,STAT,-4656.006836,-8783.998047,3504.0,180.0
1289978,DLCCoast.esm,0304C327,0303CE35,VirCube96xBorder01,STAT,-4656.006836,-8783.998047,2864.0,180.0
1289979,DLCCoast.esm,0304C328,0303CE35,VirCube96xBorder01,STAT,-4656.006836,-8783.998047,1583.999756,180.0
1289980,DLCCoast.esm,0304C329,0303CE35,VirCube96xBorder01,STAT,-4656.006836,-8783.998047,2224.0,180.0
1289981,DLCCoast.esm,0304C332,0303CE35,VirCube96xBorder01,STAT,-6576.006836,-9423.99707,2224.0,180.0
1289982,DLCCoast.esm,0304C333,0303CE35,VirCube96xBorder01,STAT,-6576.006836,-9423.99707,1583.999756,180.0
1289983,DLCCoast.esm,0304C334,0303CE35,VirCube96xBorder01,STAT,-6576.006836,-9423.99707,2864.0,180.0
1289984,DLCCoast.esm,0304C335,0303CE35,VirCube96xBorder01,STAT,-6576.006836,-9423.99707,3504.0,180.0
1289985,DLCCoast.esm,0304C336,0303CE35,VirCube96xBorder01,STAT,-6576.005859,-8783.998047,2224.0,180.0
1289986,DLCCoast.esm,0304C337,0303CE35,VirCube96xBorder01,STAT,-6576.005859,-8783.998047,1583.999756,180.0
1289987,DLCCoast.esm,0304C338,0303CE35,VirCube96xBorder01,STAT,-6576.005859,-8783.998047,2864.0,180.0
1289988,DLCCoast.esm,0304C339,0303CE35,VirCube96xBorder01,STAT,-6576.005859,-8783.998047,3504.0,180.0
