id,source_file,ref_formid,base_formid,base_editorid,base_signature,pos_x,pos_y,pos_z,rot_z
1550192,DLCworkshop02.esm,0400095C,0001E599,BldWoodPBgRoomCorner04,SCOL,2304.0,2080.0,256.0,0.0
1550193,DLCworkshop02.esm,0400095D,0000100E,RandomOmni02NS,LIGH,2144.0,2240.0,384.0,0.0
1550194,DLCworkshop02.esm,0400095E,00000032,COCMarkerHeading,STAT,1984.0,1856.0,256.0,180.0
1550195,DLCworkshop02.esm,0400095F,0001A7F8,BldWoodPSmCeilOnly01,STAT,2048.0,2080.0,512.0,90.0
1550196,DLCworkshop02.esm,04000960,0001C9FF,BldWoodPBgWall02,STAT,2048.0,1824.0,256.0,180.0
1550197,DLCworkshop02.esm,04000961,0001CA05,BldWoodPBgWall05,STAT,1940.329468,2080.0,256.0,0.0
1550198,DLCworkshop02.esm,04000962,0001A81F,BldWoodPSmFlrOnly01,STAT,1792.0,2080.0,256.0,90.0
1550199,DLCworkshop02.esm,04000963,0001C9FE,BldWoodPBgWall01,STAT,1792.0,2080.0,256.0,270.0
1550200,DLCworkshop02.esm,04000964,0001E5AB,BldWoodPBgRoomICorner04,SCOL,2048.0,2080.0,256.0,0.0
1550201,DLCworkshop02.esm,04000965,0001CA01,BldWoodPBgWall03,STAT,1792.0,2080.0,256.0,90.0
1550202,DLCworkshop02.esm,04000966,0001A7F8,BldWoodPSmCeilOnly01,STAT,1792.0,2080.0,512.0,90.0
1550203,DLCworkshop02.esm,04000967,0400096E,WksBallTrackCurveR01,STAT,2272.0,2336.0,608.0,90.0
1550204,DLCworkshop02.esm,04000968,000DF265,BowlingBall01,MISC,1963.693848,2308.001709,649.591919,315.0
1550205,DLCworkshop02.esm,04000970,0400096D,WksBallTrackStraight03a,STAT,2272.0,2208.0,576.0,180.0
1550206,DLCworkshop02.esm,04000971,0400096F,WksBallTrackSupport01,STAT,2272.0,2208.0,384.0,180.0
1550207,DLCworkshop02.esm,04000972,0400096E,WksBallTrackCurveR01,STAT,2272.0,2080.0,560.0,180.0
1550208,DLCworkshop02.esm,04000973,0400096D,WksBallTrackStraight03a,STAT,2144.0,2080.0,528.0,270.0001
1550209,DLCworkshop02.esm,04000974,00059A76,Baseball,MISC,1986.961182,2313.299561,644.146973,0.0
1550210,DLCworkshop02.esm,04000975,0001A81F,BldWoodPSmFlrOnly01,STAT,1984.0,2272.0,640.0,90.0
1550211,DLCworkshop02.esm,04000976,00059AFC,PoolBallCue,MISC,1971.426758,2323.877686,643.505859,0.0
1550212,DLCworkshop02.esm,04000978,04000977,DLC05WorkshopBallTrackBall01,MISC,2002.417847,2314.568115,650.0,0.0
1550213,DLCworkshop02.esm,04000979,0400096B,WksBallTrackStraight02a,STAT,2016.0,2272.0,400.0,0.0
1550214,DLCworkshop02.esm,0400097A,0400096E,WksBallTrackCurveR01,STAT,2016.0,2400.0,368.0,0.0
1550215,DLCworkshop02.esm,0400097B,0400096F,WksBallTrackSupport01,STAT,2016.0,2272.0,208.0,0.0
