id,source_file,ref_formid,base_formid,base_editorid,base_signature,pos_x,pos_y,pos_z,rot_z
1550271,DLCworkshop03.esm,05003CD8,000BFEA6,DecoBaseA1x1CorStairs01,STAT,19930.453125,-59103.730469,873.316589,181.4764
1550272,DLCworkshop03.esm,05003CD9,00240501,MetalIntCeilingA1x1Cor01_LOD,STAT,19807.050781,-59232.273437,1131.294678,181.4764
1550273,DLCworkshop03.esm,05003CDA,0003D3C3,PaintedWoodDoorStatic,STAT,19924.232422,-59647.117187,1121.948608,271.4764
1550274,DLCworkshop03.esm,05003CDB,000431F6,DebrisInteriorWoodWindowBoards01,STAT,19945.496094,-59647.453125,1207.001953,0.0
1550275,DLCworkshop03.esm,05003CC7,00028855,QrySlabRubble02,STAT,13339.689453,-82435.234375,544.149963,356.6316
1550276,DLCworkshop03.esm,05003CC8,00028855,QrySlabRubble02,STAT,13333.864258,-82433.820312,543.645264,183.3328
1550277,DLCworkshop03.esm,05003CC9,00028855,QrySlabRubble02,STAT,13201.370117,-82318.734375,7.152382,267.1352
1550278,DLCworkshop03.esm,05003CCB,0003937A,CaveHall2Way01,STAT,13491.911133,-82717.34375,50.118351,82.3627
1550279,DLCworkshop03.esm,05003CCC,00039381,CaveHallArch01,STAT,13438.751953,-82320.890625,39.856754,172.3627
1550280,DLCworkshop03.esm,05003CCD,0004F100,CaveMoundRocksMed04,STAT,13151.407227,-82300.84375,103.856766,187.4977
1550281,DLCworkshop03.esm,05003CCE,0004F100,CaveMoundRocksMed04,STAT,13627.719727,-82238.195312,103.856766,201.8429
1550282,DLCworkshop03.esm,05003CCF,000394F1,CaveRmWallExSmFloor01,STAT,13423.865234,-82209.882812,19.732201,82.3627
1550283,DLCworkshop03.esm,05003CD0,0003938E,CaveHall2Way01Floor,STAT,13491.911133,-82717.34375,19.732201,82.3627
1550284,DLCworkshop03.esm,05003CD1,00039371,CaveHall1Way01,STAT,12857.587891,-82802.398438,50.118351,82.3627
1550285,DLCworkshop03.esm,05003CD2,00039385,CaveHall1Way01Floor,STAT,12857.587891,-82802.398438,19.732201,82.3627
1550286,DLCworkshop03.esm,05003CD3,00028854,QrySlabRubble01,STAT,13611.275391,-82203.171875,128.227509,173.7896
1550287,DLCworkshop03.esm,05003CD4,00028856,QrySlabRubble03,STAT,13668.425781,-82195.25,180.460617,284.8691
1550288,DLCworkshop03.esm,05003CD5,0002E0B7,QryRubbleRaisedFloor01,STAT,13419.994141,-82144.671875,-1.011681,38.388
1550289,DLCworkshop03.esm,05003CD6,00028854,QrySlabRubble01,STAT,13290.791016,-82255.414062,241.020721,12.1758
1550290,DLCworkshop03.esm,05003CD7,00028855,QrySlabRubble02,STAT,13074.388672,-82230.726562,120.564568,183.3637
1550291,DLCworkshop03.esm,05005ECC,0004946F,DefaultEnableDisableTrigger,ACTI,13447.193359,-82153.726562,110.264702,355.7486
1550292,DLCworkshop03.esm,050011FC,0002E0B7,QryRubbleRaisedFloor01,STAT,15111.535156,-81945.195312,481.9953,358.6249
1550293,DLCworkshop03.esm,05001687,0004F0E1,CaveMoundRocksLow02,STAT,13355.756836,-82262.890625,3.488918,0.0
1550294,DLCworkshop03.esm,0500168C,0004F0E2,CaveMoundRocksMed02,STAT,13484.811523,-82339.039062,266.006012,7.105
1550295,DLCworkshop03.esm,0500168E,0004F0EC,CaveMoundRocksTall03,STAT,13584.918945,-82358.53125,134.854431,331.1085
1550296,DLCworkshop03.esm,05001698,0004F0EC,CaveMoundRocksTall03,STAT,13582.443359,-82318.125,81.398605,328.6565
1550297,DLCworkshop03.esm,05001699,0004F213,CaveRockM03,STAT,13564.632812,-82450.359375,67.559784,122.604
1550298,DLCworkshop03.esm,0500169A,0004F100,CaveMoundRocksMed04,STAT,13552.5625,-82410.953125,177.886658,130.8858
1550299,DLCworkshop03.esm,0500169B,0004F214,CaveRockM04,STAT,13508.256836,-82304.601562,215.772797,331.3522
1550300,DLCworkshop03.esm,0500169C,0004CEC6,CaveRockS01,STAT,13502.84668,-82291.851562,20.287384,0.0
