editorid,formid,source_file,snapshot_date
Armor_Power_Scrapper_Torso,Scrapper Power Chest Piece,FE05BFCD,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_Power_Scrapper_LegRight,Scrapper Power Right Leg,FE05BFCC,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_Power_Scrapper_LegLeft,Scrapper Power Left Leg,FE05BFCB,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_Power_Scrapper_Helm,Scrapper Power Helm,FE05BFCA,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_Power_Scrapper_ArmRight,Scrapper Power Right Arm,FE05BFC9,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_Power_Scrapper_ArmLeft,Scrapper Power Left Arm,FE05BFC8,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPSkullHelmet,Wasteland Piranha Gasmask,FE05BF9B,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPDollHelmet,Tanker Helmet,FE05BF99,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPPsychoMask,Psycho Mask,FE05BED8,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPMadManMask,Mad Man Mask,FE05BED7,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPPilotHelmet,Pilot Helmet,FE05BED3,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Clothes_DesR&RASRHPWasterBattleArmor,Waster Battle Armor,FE05BA4D,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Clothes_DesR&RASRHPWasterStrongManArmor,Waster Strong Man Armor,FE05B97E,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPSpikedHelmet,Spiked Helmet,FE05B739,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPSalvagedHelmet,Salvaged Old War Helmet,FE05B737,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPMotorCycleHelmet,Motorcycle Helmet,FE05B675,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPHockeyMask,Hockey Mask,FE05B674,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPMetalPlateArmorLegRight,Steel Plate Right Leg,FE05B4F2,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPMetalPlateArmorLegLeft,Steel Plate Left Leg,FE05B4F1,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPMetalPlateArmorArmRight,Steel Plate Arm Right,FE05B4F0,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPMetalPlateArmorArmLeft,Steel Plate Arm Left,FE05B4EF,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPSteelPlateLeftArmHeavy,Steel Plate Left Arm,FE05B4EE,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Armor_DesR&RASRHPMetalPlateArmor,Steel Plate Chest Piece,FE05B4ED,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
Clothes_DesR&RASRHPWasterMasochistArmor,Waster Masochist Armor,FE05B2B5,,,,,DesRivetsAndRage-AScrappyRaiderArmorPack.esp,2026-05-22 23:14:11
