editorid,formid,source_file,snapshot_date
ccOTMFO4001_ClothesColonelUniform,Colonel Uniform,FE0081FC,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
ccFSVFO4007_DecapitalistHelmet_NonPA,De-Capitalist Unfinished Helmet,FE00529B,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
ccFSVFO4007_Decapitalist_PAHelm,De-Capitalist Helmet,FE005233,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
UFO4PSkinMoleratGlowingWhole01,,07010F9B,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
UFO4PSkinMoleratGlowingWhole02,,07000F9C,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
UFO4P_SkinFEVHoundWhole_GLOW,,07000F99,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC04_Armor_Operators_Heavy_TorsoLegsUnderarmorSkirt,Operators Armored Dress,06039568,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC04_Armor_Pack_Heavy_LegRight,Pack Bone Right Leg,06027412,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC04_Armor_Power_T51_Torso_RaiderOverboss,Overboss Power Chest Piece,0600DC2B,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC04_Armor_Power_T51_Helm_RaiderOverboss,Overboss Power Helm,0600DC29,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Vault88_UnderwearClean,Vault 88 Jumpsuit - New,05005266,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC06Armor_Vault88_Underwear_Dirty,Vault 88 Jumpsuit,050042B2,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC06Armor_Vault88_UnderwearClean,Vault 88 Jumpsuit - New,050042AE,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC06Armor_Vault88_Underwear_Legendary,Legend of Vault 88,05001AFD,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC03_Armor_Marine_Torso,Marine Armor Chest Piece,03009E5B,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC01_Armor_Power_T60_Tesla_Torso,T-60 Tesla Chest Piece,0100C57B,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC01_Armor_Power_T60_Tesla_ArmRight,T-60 Tesla Right Arm,0100C57A,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC01_Armor_Robot_LegLeft,Robot Left Leg,01008648,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC01_Armor_Robot_LegRight,Robot Right Leg,01008646,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC01_Armor_Robot_ArmLeft,Robot Left Arm,01008644,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC01_Armor_Robot_ArmRight,Robot Right Arm,01008642,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
DLC01_Armor_Robot_Torso,Robot Chest Piece,0100863F,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
SuperMutantSuicideChains_Playable,Super Mutant Chains,00248FE4,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_DeaconHighschool_UnderArmor,Undershirt and Jeans,00237681,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Vault95_Underwear,Vault 95 Jumpsuit,0022DA73,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Vault101_UnderwearClean,Vault 101 Jumpsuit - New,0022DA6A,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Vault81_UnderwearClean,Vault 81 Jumpsuit - New,0022DA69,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Vault114_UnderwearClean,Vault 114 Jumpsuit - New,0022DA68,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Vault75_UnderwearClean,Vault 75 Jumpsuit - New,0022DA67,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Vault95_Underwear_Clean,Vault 95 Jumpsuit - New,0022DA66,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Vault75_Underwear,Vault 75 Jumpsuit,00225F7E,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_GunnerGuard_UnderArmor,Gunner Guard Outfit,00223CFA,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_BoS_Soldier_Underarmor,BoS Soldier Uniform,002223E3,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
NewsmanSuitA,Clean Black Suit,0021B02F,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
ClothesLongshoremanHat,Yellow Slicker Hat,001FA250,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_VaultTecSecurityHelmet_Clean,Vault-Tec Security Helmet,001D8853,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_VaultTecSecurity111_Clean,Vault-Tec Security Armor,001D884F,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
ClothesDog_ArmorMedium,Dog Armor,001C32C8,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
ClothesDog_ArmorHeavy,Heavy Dog Armor,001C32C7,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
ClothesSuitClean_Black,Clean Black Suit,001BDDF8,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Army_Helmet_postwar,Dirty Army Helmet,0019CBB1,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
ArmorPoweredFrameBOS,Powered Armor Frame BoS,00198B13,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_RaiderMod_Torso,Raider Chest Piece,0018E415,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Synth_Torso,Synth Chest Piece,00187974,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Synth_LegLeft,Synth Left Leg,00187972,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Synth_LegRight,Synth Right Leg,00187970,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Synth_ArmRight,Synth Right Arm,0018796E,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Synth_ArmLeft,Synth Left Arm,0018796C,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
ClothesMilitaryFatigues,Military Fatigues,0016892C,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_VaultTecSecurityCovenant,Covenant Security Armor,00156C0D,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_VaultTecSecurity81,Vault 81 Security Armor,00154F10,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_BoS_Officer_Underarmor,BoS Officer Uniform,00134294,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_MiningHelmet,Mining Helmet,001240F1,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Combat_LegRight,Combat Armor Right Leg,0011D3C4,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Clothes_InstituteWorker,Clean Room Suit,00115AEC,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Clothes_InstituteWorkerwithHelmet,Hooded Clean Room Suit,00115AEB,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
ClothesSynth_SynthValentineCoat,Valentine's Trench Coat,0010C3CA,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Highschool_UnderArmor,Undershirt and Jeans,000FFC21,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
MS10ClothesRewardF,Agatha's Dress,000F15CF,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
ClothesChildofAtom,Child of Atom Long Rags,000E6F18,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_BoS_Knight_UnderarmorHelmet,BoS Hood,000E1A39,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_BoS_Knight_Underarmor,BoS Knight Uniform,000DEDEB,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_DCGuard_UnderArmor,Athletic Outfit,000AF0E4,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Vault111Clean_Underwear,Vault 111 Jumpsuit - New,000976B7,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_VaultTecSecurity111,Vault-Tec Security Armor,000821B4,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
ClothesVaultTecScientist,Vault-Tec Lab Coat,00068CF3,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
ClothesRRJumpsuit,Red Rocket Mechanic Jumpsuit,0005E76C,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Metal_Torso,Metal Chest Piece,000536C4,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Metal_LegRight,Metal Right Leg,000536C3,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Metal_LegLeft,Metal Left Leg,000536C2,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Metal_ArmRight,Metal Right Arm,000536C1,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
Armor_Metal_ArmLeft,Metal Left Arm,0004B933,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
ClothesDeaconWig,Pompadour Wig,0004A521,,,,,unofficial fallout 4 patch.esp,2026-05-22 23:14:11
