editorid,formid,source_file,snapshot_date
zzArmor_Power_X01_LegLeft,X-01 Left Leg,56005479,,,,,FatherCompanion.esp,2026-05-22 23:14:11
zzArmor_Power_X01_Torso,X-01 Torso,5600547B,,,,,FatherCompanion.esp,2026-05-22 23:14:11
zzClothesFatherWarCoat02,Salvaged Piper's Coat,5608C4E8,,,,,FatherCompanion.esp,2026-05-22 23:14:11
zzArmor_Power_X01_LegRight,X-01 Right Leg,5600547A,,,,,FatherCompanion.esp,2026-05-22 23:14:11
zzArmor_Power_X01_ArmRight,X-01 Right Arm,56005477,,,,,FatherCompanion.esp,2026-05-22 23:14:11
zzClothesFatherWarCoat,Salvaged Kells' Trench Coat,56088F52,,,,,FatherCompanion.esp,2026-05-22 23:14:11
zzClothesFatherWarCoat03,Salvaged Maxson's Battlecoat,5608FA44,,,,,FatherCompanion.esp,2026-05-22 23:14:11
zzArmor_Power_X01_ArmLeft,X-01 Left Arm,56005476,,,,,FatherCompanion.esp,2026-05-22 23:14:11
zzSMClothesFather,Super Mutant Father's Lab Coat,5602D7F3,,,,,FatherCompanion.esp,2026-05-22 23:14:11
zzClothesFatherWarHat,Salvaged Kells' Hat,56087882,,,,,FatherCompanion.esp,2026-05-22 23:14:11
