editorid,formid,source_file,snapshot_date
DLC03_Clothes_Fisherman_Hat01,Fisherman's Hat,0300914B,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Clothes_Fisherman_Hat02,Wool Fisherman's Cap,0300914C,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Clothes_FishermanOutfit01,Fisherman's Outfit,0300914E,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Clothes_FishermanOutfit02,Fisherman's Overalls,0300914F,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Clothes_Waders01_OBSOLETE,Waders,03009151,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Clothes_Waders02_OBSOLETE,Waders,03009152,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Clothes_Waders03_OBSOLETE,Waders,03009153,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_SkinVRDefenderTurretMounted,VR Defender,03009592,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Marine_ArmLeft,Marine Armor Left Arm,03009E56,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Marine_ArmRight,Marine Armor Right Arm,03009E57,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Marine_Helmet,Marine Armor Helmet,03009E58,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Marine_LegLeft,Marine Armor Left Leg,03009E59,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Marine_LegRight,Marine Armor Right Leg,03009E5A,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Marine_Torso,Marine Armor Chest Piece,03009E5B,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Trapper_Underarmor,Trapper Leathers,0300EA36,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Trapper_Size_B_ArmLeft,Trapper Left Arm,0300EE75,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Trapper_Size_B_ArmRight,Trapper Right Arm,0300EE76,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Trapper_Size_B_LegLeft,Trapper Left Leg,0300EE77,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Trapper_Size_B_LegRight,Trapper Right Leg,0300EE78,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Trapper_Size_B_Torso,Trapper Chest Piece,0300EE79,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Trapper_Size_C_ArmLeft,Heavy Trapper Left Arm,0300F04A,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Trapper_Size_C_ArmRight,Heavy Trapper Right Arm,0300F04B,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Trapper_Size_C_LegLeft,Heavy Trapper Left Leg,0300F04C,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Trapper_Size_C_LegRight,Heavy Trapper Right Leg,0300F04D,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_Armor_Trapper_Size_C_Torso,Heavy Trapper Chest Piece,0300F04E,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_SkinAngler,,0300FEEB,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_FeralGhoulNetsChest,,03011AA6,,,,,DLCCoast.esm,2026-05-22 23:14:11
DLC03_SkinFogCrawler,,03014175,,,,,DLCCoast.esm,2026-05-22 23:14:11
