editorid,formid,source_file,snapshot_date
DLC05FireworkAmmoMinutemenFlare,Mortar,04000A90,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05FireworkAmmoPeonyGreen,Mortar,04000A91,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05FireworkAmmoPeonyRed,Mortar,04000A92,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05FireworkAmmoWeatherClear,Mortar,04000A93,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05FireworkAmmoWeatherRadstorm,Mortar,04000A94,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05FireworkAmmoWeatherRain,Mortar,04000A95,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05FireworkAmmoPeonyYellow,Mortar,04000D2B,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05FireworkAmmoPeonyBlue,Mortar,04000D2C,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05FireworkAmmoPeonyPink,Mortar,04000D2D,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05FireworkAmmoCrackle,Mortar,04000D2E,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05FireworkAmmoPalmSilver,Mortar,04000D7C,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05FireworkAmmoPalmGold,Mortar,04000D7E,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05AmmoPaintballBlue,Paintball - Blue,04000D91,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05AmmoPaintballGlow,Paintball - Glow,04000D9B,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05AmmoPaintballGreen,Paintball - Green,04000D9C,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05AmmoPaintballOrange,Paintball - Orange,04000D9D,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05AmmoPaintballRed,Paintball - Red,04000D9E,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05AmmoPaintballWhite,Paintball - White,04000D9F,,DLCworkshop02.esm,2026-05-22 23:14:11
DLC05AmmoPaintballYellow,Paintball - Yellow,04000DA0,,DLCworkshop02.esm,2026-05-22 23:14:11
