editorid,formid,source_file,snapshot_date
DLC04_Ammo_PaddleBall,Paddle Ball String,0600A6C2,,DLCNukaWorld.esm,2026-05-22 23:14:11
DLC04_Ammo_ThirstZapper_Quantum,Weaponized Nuka-Cola Quantum Ammo,0600A6C6,,DLCNukaWorld.esm,2026-05-22 23:14:11
DLC04_Ammo_ThirstZapper_Cherry,Weaponized Nuka-Cherry Ammo,0600A6C9,,DLCNukaWorld.esm,2026-05-22 23:14:11
DLC04_Ammo_NukaNuke,Nuka-Nuke,0601B039,,DLCNukaWorld.esm,2026-05-22 23:14:11
DLC04_Ammo_ThirstZapper_NukaCola,Weaponized Nuka-Cola Ammo,0602BDC2,,DLCNukaWorld.esm,2026-05-22 23:14:11
DLC04_Ammo_AcidSoaker,Acid Concentrate,06030076,,DLCNukaWorld.esm,2026-05-22 23:14:11
DLC04_Ammo_Nukatron_Cherry,Nuka-Cherry Ammo,06032F5E,,DLCNukaWorld.esm,2026-05-22 23:14:11
DLC04_Ammo_Nukatron_Quantum,Nuka-Cola Quantum Ammo,06032F5F,,DLCNukaWorld.esm,2026-05-22 23:14:11
DLC04_Ammo_HandmadeRound,7.62 Round,06037897,,DLCNukaWorld.esm,2026-05-22 23:14:11
DLC04_COM_Ammo_HandmadeRound,7.62 Round,060496EB,,DLCNukaWorld.esm,2026-05-22 23:14:11
DLC04_Ammo_ThirstZapper_Water,Squirt of Water,0604C0E4,,DLCNukaWorld.esm,2026-05-22 23:14:11
