editorid,formid,source_file,snapshot_date
DLC01AmmoMezmatron,DLC01AmmoMezmatron,01004175,,DLCRobot.esm,2026-05-22 23:14:11
DLC01_Unstable_SentryFrenzyGasAmmo,,01007B47,,DLCRobot.esm,2026-05-22 23:14:11
DLC01AmmoRobobrainSyringer,Injectable,0100D262,,DLCRobot.esm,2026-05-22 23:14:11
DLC01BotAmmoGammaCell,Gamma Round,010009B5,,DLCRobot.esm,2026-05-22 23:14:11
DLC01BotAmmoFusionCell,Fusion Cell,010009C0,,DLCRobot.esm,2026-05-22 23:14:11
DLC01BotAmmoFlamerFuel,Flamer Fuel,010009D6,,DLCRobot.esm,2026-05-22 23:14:11
DLC01BotAmmoCryoCell,Cryo Cell,010009E1,,DLCRobot.esm,2026-05-22 23:14:11
DLC01BotAmmoRRSpike,Railway Spike,010009F8,,DLCRobot.esm,2026-05-22 23:14:11
DLC01BotAmmo556,5.56 Round,01000A15,,DLCRobot.esm,2026-05-22 23:14:11
DLC01BotAmmoMissile,Missile,01000A24,,DLCRobot.esm,2026-05-22 23:14:11
DLC01BotAmmoFatManMiniNuke,Mini Nuke,01000A36,,DLCRobot.esm,2026-05-22 23:14:11
